,intersection_id,tollgate_id,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,hour,week,minute,travel_time
1212,1,2,1000.9,1005.7,106.0,1.5,35.6,50.0,0.0,12,6,0,72.5991666667
1213,1,2,1000.9,1005.7,106.0,1.5,35.6,50.0,0.0,12,6,20,57.48
1214,1,2,1000.9,1005.7,106.0,1.5,35.6,50.0,0.0,12,6,40,73.8772727273
1215,1,2,1000.9,1005.7,106.0,1.5,35.6,50.0,0.0,13,6,0,52.0945454545
1216,1,2,1000.9,1005.7,106.0,1.5,35.6,50.0,0.0,13,6,20,61.5804761905
1253,1,2,1001.9,1006.6,150.0,1.2,33.6,61.0,0.0,13,6,40,88.88
1254,1,2,1001.9,1006.6,150.0,1.2,33.6,61.0,0.0,14,6,0,54.9
1255,1,2,1001.9,1006.6,150.0,1.2,33.6,61.0,0.0,14,6,20,73.2464285714
1256,1,2,1001.9,1006.6,150.0,1.2,33.6,61.0,0.0,14,6,40,112.228571429
1257,1,2,1001.9,1006.6,150.0,1.2,33.6,61.0,0.0,15,6,0,184.067058824
1258,1,2,1001.9,1006.6,150.0,1.2,33.6,61.0,0.0,15,6,20,56.2453333333
1259,1,2,1001.9,1006.6,150.0,1.2,33.6,61.0,0.0,15,6,40,56.1228571429
1260,1,2,1001.9,1006.6,150.0,1.2,33.6,61.0,0.0,16,6,0,64.48
1261,1,2,1001.9,1006.6,150.0,1.2,33.6,61.0,0.0,16,6,20,104.204666667
1301,1,2,1001.6,1006.3,213.0,1.1,31.1,71.0,0.0,16,6,40,127.515
1302,1,2,1001.6,1006.3,213.0,1.1,31.1,71.0,0.0,17,6,0,65.6377777778
1303,1,2,1001.6,1006.3,213.0,1.1,31.1,71.0,0.0,17,6,20,91.2188888889
1304,1,2,1001.6,1006.3,213.0,1.1,31.1,71.0,0.0,17,6,40,62.9616666667
1305,1,2,1001.6,1006.3,213.0,1.1,31.1,71.0,0.0,18,6,0,49.85
1306,1,2,1001.6,1006.3,213.0,1.1,31.1,71.0,0.0,18,6,20,94.1211111111
1307,1,2,1001.6,1006.3,213.0,1.1,31.1,71.0,0.0,18,6,40,73.5211111111
1308,1,2,1001.6,1006.3,213.0,1.1,31.1,71.0,0.0,19,6,0,68.4925
1309,1,2,1001.6,1006.3,213.0,1.1,31.1,71.0,0.0,19,6,20,52.11625
1345,1,2,1002.0,1006.8,223.0,1.8,29.0,82.0,0.0,19,6,40,86.3075
1346,1,2,1002.0,1006.8,223.0,1.8,29.0,82.0,0.0,20,6,0,53.4563636364
1347,1,2,1002.0,1006.8,223.0,1.8,29.0,82.0,0.0,20,6,20,65.257
1348,1,2,1002.0,1006.8,223.0,1.8,29.0,82.0,0.0,20,6,40,65.1209090909
1349,1,2,1002.0,1006.8,223.0,1.8,29.0,82.0,0.0,21,6,0,66.175
1350,1,2,1002.0,1006.8,223.0,1.8,29.0,82.0,0.0,21,6,20,69.415
1351,1,2,1002.0,1006.8,223.0,1.8,29.0,82.0,0.0,21,6,40,53.942
1352,1,2,1002.0,1006.8,223.0,1.8,29.0,82.0,0.0,22,6,0,117.37
1353,1,2,1002.0,1006.8,223.0,1.8,29.0,82.0,0.0,22,6,20,45.9166666667
1381,1,2,1003.2,1008.0,225.0,1.2,32.1,70.0,0.0,22,6,40,80.63
1382,1,2,1003.2,1008.0,225.0,1.2,32.1,70.0,0.0,23,6,0,63.0133333333
1383,1,2,1003.2,1008.0,225.0,1.2,32.1,70.0,0.0,23,6,20,53.15
1384,1,2,1003.2,1008.0,225.0,1.2,32.1,70.0,0.0,23,6,40,45.404
1385,1,2,1003.2,1008.0,225.0,1.2,32.1,70.0,0.0,0,7,0,62.024
1386,1,2,1003.2,1008.0,225.0,1.2,32.1,70.0,0.0,0,7,20,98.735
1387,1,2,1003.2,1008.0,225.0,1.2,32.1,70.0,0.0,0,7,40,48.3733333333
1388,1,2,1003.2,1008.0,225.0,1.2,32.1,70.0,0.0,1,7,20,43.26
1410,1,2,1003.3,1008.0,181.0,1.9,36.8,52.0,0.0,1,7,40,54.04
1411,1,2,1003.3,1008.0,181.0,1.9,36.8,52.0,0.0,2,7,0,37.87
1412,1,2,1003.3,1008.0,181.0,1.9,36.8,52.0,0.0,2,7,20,24.625
1413,1,2,1003.3,1008.0,181.0,1.9,36.8,52.0,0.0,2,7,40,78.195
1414,1,2,1003.3,1008.0,181.0,1.9,36.8,52.0,0.0,3,7,0,48.25
1415,1,2,1003.3,1008.0,181.0,1.9,36.8,52.0,0.0,3,7,40,29.4675
1416,1,2,1003.3,1008.0,181.0,1.9,36.8,52.0,0.0,4,7,20,54.14
1432,1,2,1001.6,1006.3,285.0,1.7,38.8,40.0,0.0,4,7,40,75.676
1433,1,2,1001.6,1006.3,285.0,1.7,38.8,40.0,0.0,5,7,0,47.456
1434,1,2,1001.6,1006.3,285.0,1.7,38.8,40.0,0.0,5,7,20,42.945
1435,1,2,1001.6,1006.3,285.0,1.7,38.8,40.0,0.0,5,7,40,44.502
1436,1,2,1001.6,1006.3,285.0,1.7,38.8,40.0,0.0,6,7,0,36.17
1437,1,2,1001.6,1006.3,285.0,1.7,38.8,40.0,0.0,6,7,20,63.1766666667
1438,1,2,1001.6,1006.3,285.0,1.7,38.8,40.0,0.0,6,7,40,60.76
1439,1,2,1001.6,1006.3,285.0,1.7,38.8,40.0,0.0,7,7,0,106.39
1440,1,2,1001.6,1006.3,285.0,1.7,38.8,40.0,0.0,7,7,20,70.0
1468,1,2,1001.0,1005.8,177.0,0.9,39.4,38.0,0.0,7,7,40,63.79875
1469,1,2,1001.0,1005.8,177.0,0.9,39.4,38.0,0.0,8,7,0,63.5185714286
1470,1,2,1001.0,1005.8,177.0,0.9,39.4,38.0,0.0,8,7,20,62.1142857143
1471,1,2,1001.0,1005.8,177.0,0.9,39.4,38.0,0.0,8,7,40,71.676
1472,1,2,1001.0,1005.8,177.0,0.9,39.4,38.0,0.0,9,7,0,60.73
1473,1,2,1001.0,1005.8,177.0,0.9,39.4,38.0,0.0,9,7,20,66.595
1474,1,2,1001.0,1005.8,177.0,0.9,39.4,38.0,0.0,9,7,40,83.7385714286
1475,1,2,1001.0,1005.8,177.0,0.9,39.4,38.0,0.0,10,7,0,53.9927272727
1476,1,2,1001.0,1005.8,177.0,0.9,39.4,38.0,0.0,10,7,20,70.29
1515,1,2,1001.8,1006.6,96.0,2.1,35.0,61.0,0.0,10,7,40,62.9538461538
1516,1,2,1001.8,1006.6,96.0,2.1,35.0,61.0,0.0,11,7,0,80.4275
1517,1,2,1001.8,1006.6,96.0,2.1,35.0,61.0,0.0,11,7,20,79.1927272727
1518,1,2,1001.8,1006.6,96.0,2.1,35.0,61.0,0.0,11,7,40,43.8109090909
1519,1,2,1001.8,1006.6,96.0,2.1,35.0,61.0,0.0,12,7,0,54.7114285714
1520,1,2,1001.8,1006.6,96.0,2.1,35.0,61.0,0.0,12,7,20,56.4072727273
1521,1,2,1001.8,1006.6,96.0,2.1,35.0,61.0,0.0,12,7,40,71.0290909091
1522,1,2,1001.8,1006.6,96.0,2.1,35.0,61.0,0.0,13,7,0,53.0957142857
1523,1,2,1001.8,1006.6,96.0,2.1,35.0,61.0,0.0,13,7,20,71.2290909091
1562,1,2,1003.0,1007.7,190.0,1.4,33.3,65.0,0.0,13,7,40,57.1244444444
1563,1,2,1003.0,1007.7,190.0,1.4,33.3,65.0,0.0,14,7,0,69.3833333333
1564,1,2,1003.0,1007.7,190.0,1.4,33.3,65.0,0.0,14,7,20,67.1373913043
1565,1,2,1003.0,1007.7,190.0,1.4,33.3,65.0,0.0,14,7,40,69.9816666667
1566,1,2,1003.0,1007.7,190.0,1.4,33.3,65.0,0.0,15,7,0,63.7646666667
1567,1,2,1003.0,1007.7,190.0,1.4,33.3,65.0,0.0,15,7,20,52.0245454545
1568,1,2,1003.0,1007.7,190.0,1.4,33.3,65.0,0.0,15,7,40,84.8144444444
1569,1,2,1003.0,1007.7,190.0,1.4,33.3,65.0,0.0,16,7,0,79.688
1570,1,2,1003.0,1007.7,190.0,1.4,33.3,65.0,0.0,16,7,20,67.7158333333
1607,1,2,1002.2,1006.9,113.0,0.5,31.1,72.0,0.0,16,7,40,69.5963636364
1608,1,2,1002.2,1006.9,113.0,0.5,31.1,72.0,0.0,17,7,0,73.2833333333
1609,1,2,1002.2,1006.9,113.0,0.5,31.1,72.0,0.0,17,7,20,62.305
1610,1,2,1002.2,1006.9,113.0,0.5,31.1,72.0,0.0,17,7,40,61.27
1611,1,2,1002.2,1006.9,113.0,0.5,31.1,72.0,0.0,18,7,0,63.809
1612,1,2,1002.2,1006.9,113.0,0.5,31.1,72.0,0.0,18,7,20,53.8811111111
1613,1,2,1002.2,1006.9,113.0,0.5,31.1,72.0,0.0,18,7,40,104.456666667
1614,1,2,1002.2,1006.9,113.0,0.5,31.1,72.0,0.0,19,7,0,60.29
1615,1,2,1002.2,1006.9,113.0,0.5,31.1,72.0,0.0,19,7,20,55.0983333333
1651,1,2,1002.8,1007.6,214.0,1.9,29.9,79.0,0.0,19,7,40,79.4444444444
1652,1,2,1002.8,1007.6,214.0,1.9,29.9,79.0,0.0,20,7,0,69.1085714286
1653,1,2,1002.8,1007.6,214.0,1.9,29.9,79.0,0.0,20,7,20,56.96875
1654,1,2,1002.8,1007.6,214.0,1.9,29.9,79.0,0.0,20,7,40,62.948
1655,1,2,1002.8,1007.6,214.0,1.9,29.9,79.0,0.0,21,7,0,44.815
1656,1,2,1002.8,1007.6,214.0,1.9,29.9,79.0,0.0,21,7,20,74.435
1657,1,2,1002.8,1007.6,214.0,1.9,29.9,79.0,0.0,21,7,40,56.11
1658,1,2,1002.8,1007.6,214.0,1.9,29.9,79.0,0.0,22,7,0,49.8171428571
1659,1,2,1002.8,1007.6,214.0,1.9,29.9,79.0,0.0,22,7,20,55.885
1687,1,2,1003.8,1008.6,185.0,1.6,32.1,73.0,0.0,22,7,40,51.3766666667
1688,1,2,1003.8,1008.6,185.0,1.6,32.1,73.0,0.0,23,7,0,32.145
1689,1,2,1003.8,1008.6,185.0,1.6,32.1,73.0,0.0,0,1,0,41.39
1690,1,2,1003.8,1008.6,185.0,1.6,32.1,73.0,0.0,0,1,20,67.3433333333
1691,1,2,1003.8,1008.6,185.0,1.6,32.1,73.0,0.0,1,1,0,24.79
1692,1,2,1003.8,1008.6,185.0,1.6,32.1,73.0,0.0,1,1,20,38.8
1711,1,2,1003.0,1007.8,191.0,2.5,35.5,58.0,0.0,1,1,40,66.79
1712,1,2,1003.0,1007.8,191.0,2.5,35.5,58.0,0.0,2,1,0,51.03
1713,1,2,1003.0,1007.8,191.0,2.5,35.5,58.0,0.0,2,1,20,89.17
1714,1,2,1003.0,1007.8,191.0,2.5,35.5,58.0,0.0,2,1,40,45.445
1715,1,2,1003.0,1007.8,191.0,2.5,35.5,58.0,0.0,3,1,20,35.33
1716,1,2,1003.0,1007.8,191.0,2.5,35.5,58.0,0.0,4,1,20,61.76
1732,1,2,1001.0,1005.7,198.0,2.0,38.8,43.0,0.0,4,1,40,61.958
1733,1,2,1001.0,1005.7,198.0,2.0,38.8,43.0,0.0,5,1,0,39.27
1734,1,2,1001.0,1005.7,198.0,2.0,38.8,43.0,0.0,5,1,20,51.22
1735,1,2,1001.0,1005.7,198.0,2.0,38.8,43.0,0.0,5,1,40,42.7766666667
1736,1,2,1001.0,1005.7,198.0,2.0,38.8,43.0,0.0,6,1,0,50.70125
1737,1,2,1001.0,1005.7,198.0,2.0,38.8,43.0,0.0,6,1,20,40.385
1738,1,2,1001.0,1005.7,198.0,2.0,38.8,43.0,0.0,6,1,40,63.42
1739,1,2,1001.0,1005.7,198.0,2.0,38.8,43.0,0.0,7,1,0,85.7893333333
1740,1,2,1001.0,1005.7,198.0,2.0,38.8,43.0,0.0,7,1,20,74.4784615385
1767,1,2,1000.2,1005.0,79.0,4.1,37.6,50.0,0.0,7,1,40,141.304
1768,1,2,1000.2,1005.0,79.0,4.1,37.6,50.0,0.0,8,1,0,197.963125
1769,1,2,1000.2,1005.0,79.0,4.1,37.6,50.0,0.0,8,1,20,199.165
1770,1,2,1000.2,1005.0,79.0,4.1,37.6,50.0,0.0,8,1,40,122.648823529
1771,1,2,1000.2,1005.0,79.0,4.1,37.6,50.0,0.0,9,1,0,81.5444444444
1772,1,2,1000.2,1005.0,79.0,4.1,37.6,50.0,0.0,9,1,20,70.12
1773,1,2,1000.2,1005.0,79.0,4.1,37.6,50.0,0.0,9,1,40,72.356
1774,1,2,1000.2,1005.0,79.0,4.1,37.6,50.0,0.0,10,1,0,76.721
1775,1,2,1000.2,1005.0,79.0,4.1,37.6,50.0,0.0,10,1,20,52.528
1812,1,2,1001.2,1006.0,80.0,2.8,35.4,53.0,0.0,10,1,40,69.6326315789
1813,1,2,1001.2,1006.0,80.0,2.8,35.4,53.0,0.0,11,1,0,65.5063636364
1814,1,2,1001.2,1006.0,80.0,2.8,35.4,53.0,0.0,11,1,20,59.1241666667
1815,1,2,1001.2,1006.0,80.0,2.8,35.4,53.0,0.0,11,1,40,100.438888889
1816,1,2,1001.2,1006.0,80.0,2.8,35.4,53.0,0.0,12,1,0,47.826
1817,1,2,1001.2,1006.0,80.0,2.8,35.4,53.0,0.0,12,1,20,56.2942857143
1818,1,2,1001.2,1006.0,80.0,2.8,35.4,53.0,0.0,12,1,40,61.5485714286
1819,1,2,1001.2,1006.0,80.0,2.8,35.4,53.0,0.0,13,1,0,75.4564285714
1820,1,2,1001.2,1006.0,80.0,2.8,35.4,53.0,0.0,13,1,20,51.8181818182
1856,1,2,1001.9,1006.7,271.0,0.6,32.9,69.0,0.0,13,1,40,59.3564285714
1857,1,2,1001.9,1006.7,271.0,0.6,32.9,69.0,0.0,14,1,0,55.1377777778
1858,1,2,1001.9,1006.7,271.0,0.6,32.9,69.0,0.0,14,1,20,166.598888889
1859,1,2,1001.9,1006.7,271.0,0.6,32.9,69.0,0.0,14,1,40,71.2369230769
1860,1,2,1001.9,1006.7,271.0,0.6,32.9,69.0,0.0,15,1,0,80.4786666667
1861,1,2,1001.9,1006.7,271.0,0.6,32.9,69.0,0.0,15,1,20,55.0
1862,1,2,1001.9,1006.7,271.0,0.6,32.9,69.0,0.0,15,1,40,75.9038461538
1863,1,2,1001.9,1006.7,271.0,0.6,32.9,69.0,0.0,16,1,0,64.1788888889
1864,1,2,1001.9,1006.7,271.0,0.6,32.9,69.0,0.0,16,1,20,59.9082352941
1899,1,2,1000.9,1005.6,201.0,1.4,31.2,76.0,0.0,16,1,40,84.6144444444
1900,1,2,1000.9,1005.6,201.0,1.4,31.2,76.0,0.0,17,1,0,65.0883333333
1901,1,2,1000.9,1005.6,201.0,1.4,31.2,76.0,0.0,17,1,20,96.96375
1902,1,2,1000.9,1005.6,201.0,1.4,31.2,76.0,0.0,17,1,40,58.2736363636
1903,1,2,1000.9,1005.6,201.0,1.4,31.2,76.0,0.0,18,1,0,61.9628571429
1904,1,2,1000.9,1005.6,201.0,1.4,31.2,76.0,0.0,18,1,20,68.6311111111
1905,1,2,1000.9,1005.6,201.0,1.4,31.2,76.0,0.0,18,1,40,51.465
1906,1,2,1000.9,1005.6,201.0,1.4,31.2,76.0,0.0,19,1,0,80.408
1907,1,2,1000.9,1005.6,201.0,1.4,31.2,76.0,0.0,19,1,20,59.2066666667
1944,1,2,1001.4,1006.2,235.0,1.7,29.6,82.0,0.0,19,1,40,99.0755555556
1945,1,2,1001.4,1006.2,235.0,1.7,29.6,82.0,0.0,20,1,0,66.4133333333
1946,1,2,1001.4,1006.2,235.0,1.7,29.6,82.0,0.0,20,1,20,65.7033333333
1947,1,2,1001.4,1006.2,235.0,1.7,29.6,82.0,0.0,20,1,40,59.015
1948,1,2,1001.4,1006.2,235.0,1.7,29.6,82.0,0.0,21,1,0,99.2428571429
1949,1,2,1001.4,1006.2,235.0,1.7,29.6,82.0,0.0,21,1,20,64.6571428571
1950,1,2,1001.4,1006.2,235.0,1.7,29.6,82.0,0.0,21,1,40,39.508
1951,1,2,1001.4,1006.2,235.0,1.7,29.6,82.0,0.0,22,1,0,70.76
1952,1,2,1001.4,1006.2,235.0,1.7,29.6,82.0,0.0,22,1,20,47.574
1976,1,2,1002.0,1006.8,200.0,2.7,31.9,72.0,0.0,22,1,40,93.974
1977,1,2,1002.0,1006.8,200.0,2.7,31.9,72.0,0.0,23,1,0,74.754
1978,1,2,1002.0,1006.8,200.0,2.7,31.9,72.0,0.0,23,1,20,38.8475
1979,1,2,1002.0,1006.8,200.0,2.7,31.9,72.0,0.0,0,2,0,65.4266666667
1980,1,2,1002.0,1006.8,200.0,2.7,31.9,72.0,0.0,0,2,20,36.9
1981,1,2,1002.0,1006.8,200.0,2.7,31.9,72.0,0.0,1,2,20,104.14
1996,1,2,1001.0,1005.7,180.0,2.7,36.2,56.0,0.0,1,2,40,65.254
1997,1,2,1001.0,1005.7,180.0,2.7,36.2,56.0,0.0,2,2,0,65.5
1998,1,2,1001.0,1005.7,180.0,2.7,36.2,56.0,0.0,2,2,20,48.605
1999,1,2,1001.0,1005.7,180.0,2.7,36.2,56.0,0.0,2,2,40,54.75
2000,1,2,1001.0,1005.7,180.0,2.7,36.2,56.0,0.0,3,2,0,52.39
2001,1,2,1001.0,1005.7,180.0,2.7,36.2,56.0,0.0,4,2,0,44.86
2002,1,2,1001.0,1005.7,180.0,2.7,36.2,56.0,0.0,4,2,20,21.35
2014,1,2,999.0,1003.7,254.0,2.2,38.4,43.0,0.0,4,2,40,43.23
2015,1,2,999.0,1003.7,254.0,2.2,38.4,43.0,0.0,5,2,0,56.625
2016,1,2,999.0,1003.7,254.0,2.2,38.4,43.0,0.0,5,2,20,34.33
2017,1,2,999.0,1003.7,254.0,2.2,38.4,43.0,0.0,5,2,40,89.194
2018,1,2,999.0,1003.7,254.0,2.2,38.4,43.0,0.0,6,2,0,29.6366666667
2019,1,2,999.0,1003.7,254.0,2.2,38.4,43.0,0.0,6,2,20,83.0157142857
2020,1,2,999.0,1003.7,254.0,2.2,38.4,43.0,0.0,6,2,40,55.2755555556
2021,1,2,999.0,1003.7,254.0,2.2,38.4,43.0,0.0,7,2,0,64.6
2022,1,2,999.0,1003.7,254.0,2.2,38.4,43.0,0.0,7,2,20,97.3
2042,1,2,998.2,1002.9,291.0,1.5,38.8,42.0,0.0,7,2,40,98.635
2043,1,2,998.2,1002.9,291.0,1.5,38.8,42.0,0.0,8,2,0,91.9553333333
2044,1,2,998.2,1002.9,291.0,1.5,38.8,42.0,0.0,8,2,20,79.5745
2045,1,2,998.2,1002.9,291.0,1.5,38.8,42.0,0.0,8,2,40,94.5129411765
2046,1,2,998.2,1002.9,291.0,1.5,38.8,42.0,0.0,9,2,0,120.258666667
2047,1,2,998.2,1002.9,291.0,1.5,38.8,42.0,0.0,9,2,20,54.5309090909
2048,1,2,998.2,1002.9,291.0,1.5,38.8,42.0,0.0,9,2,40,76.3088888889
2049,1,2,998.2,1002.9,291.0,1.5,38.8,42.0,0.0,10,2,0,73.3477777778
2050,1,2,998.2,1002.9,291.0,1.5,38.8,42.0,0.0,10,2,20,55.9828571429
2085,1,2,999.6,1004.4,197.0,1.1,32.3,57.0,0.0,10,2,40,64.12
2086,1,2,999.6,1004.4,197.0,1.1,32.3,57.0,0.0,11,2,0,56.5961538462
2087,1,2,999.6,1004.4,197.0,1.1,32.3,57.0,0.0,11,2,20,64.6966666667
2088,1,2,999.6,1004.4,197.0,1.1,32.3,57.0,0.0,11,2,40,54.7442857143
2089,1,2,999.6,1004.4,197.0,1.1,32.3,57.0,0.0,12,2,0,61.51
2090,1,2,999.6,1004.4,197.0,1.1,32.3,57.0,0.0,12,2,20,52.676
2091,1,2,999.6,1004.4,197.0,1.1,32.3,57.0,0.0,12,2,40,47.1492857143
2092,1,2,999.6,1004.4,197.0,1.1,32.3,57.0,0.0,13,2,0,70.9058333333
2093,1,2,999.6,1004.4,197.0,1.1,32.3,57.0,0.0,13,2,20,65.5566666667
2131,1,2,1000.6,1005.4,352.0,0.7,31.5,61.0,0.0,13,2,40,54.7
2132,1,2,1000.6,1005.4,352.0,0.7,31.5,61.0,0.0,14,2,0,95.1876923077
2133,1,2,1000.6,1005.4,352.0,0.7,31.5,61.0,0.0,14,2,20,56.0036363636
2134,1,2,1000.6,1005.4,352.0,0.7,31.5,61.0,0.0,14,2,40,91.4925
2135,1,2,1000.6,1005.4,352.0,0.7,31.5,61.0,0.0,15,2,0,52.4209090909
2136,1,2,1000.6,1005.4,352.0,0.7,31.5,61.0,0.0,15,2,20,54.43125
2137,1,2,1000.6,1005.4,352.0,0.7,31.5,61.0,0.0,15,2,40,59.0242857143
2138,1,2,1000.6,1005.4,352.0,0.7,31.5,61.0,0.0,16,2,0,76.39
2139,1,2,1000.6,1005.4,352.0,0.7,31.5,61.0,0.0,16,2,20,63.53
2176,1,2,1000.0,1004.7,201.0,1.3,30.2,75.0,0.0,16,2,40,89.76625
2177,1,2,1000.0,1004.7,201.0,1.3,30.2,75.0,0.0,17,2,0,75.4954545455
2178,1,2,1000.0,1004.7,201.0,1.3,30.2,75.0,0.0,17,2,20,71.7744444444
2179,1,2,1000.0,1004.7,201.0,1.3,30.2,75.0,0.0,17,2,40,110.916
2180,1,2,1000.0,1004.7,201.0,1.3,30.2,75.0,0.0,18,2,0,109.463333333
2181,1,2,1000.0,1004.7,201.0,1.3,30.2,75.0,0.0,18,2,20,109.119285714
2182,1,2,1000.0,1004.7,201.0,1.3,30.2,75.0,0.0,18,2,40,104.956
2183,1,2,1000.0,1004.7,201.0,1.3,30.2,75.0,0.0,19,2,0,70.2481818182
2184,1,2,1000.0,1004.7,201.0,1.3,30.2,75.0,0.0,19,2,20,77.1625
2214,1,2,1000.6,1005.4,184.0,1.5,29.5,80.0,0.0,19,2,40,81.599
2215,1,2,1000.6,1005.4,184.0,1.5,29.5,80.0,0.0,20,2,0,79.3890909091
2216,1,2,1000.6,1005.4,184.0,1.5,29.5,80.0,0.0,20,2,20,114.784
2217,1,2,1000.6,1005.4,184.0,1.5,29.5,80.0,0.0,20,2,40,59.82
2218,1,2,1000.6,1005.4,184.0,1.5,29.5,80.0,0.0,21,2,0,58.8571428571
2219,1,2,1000.6,1005.4,184.0,1.5,29.5,80.0,0.0,21,2,20,66.9011111111
2220,1,2,1000.6,1005.4,184.0,1.5,29.5,80.0,0.0,21,2,40,61.4083333333
2221,1,2,1000.6,1005.4,184.0,1.5,29.5,80.0,0.0,22,2,0,56.2366666667
2222,1,2,1000.6,1005.4,184.0,1.5,29.5,80.0,0.0,22,2,20,39.315
2245,1,2,1001.5,1006.3,233.0,3.1,31.9,72.0,0.0,22,2,40,58.7333333333
2246,1,2,1001.5,1006.3,233.0,3.1,31.9,72.0,0.0,23,2,0,41.1033333333
2247,1,2,1001.5,1006.3,233.0,3.1,31.9,72.0,0.0,23,2,20,101.3575
2248,1,2,1001.5,1006.3,233.0,3.1,31.9,72.0,0.0,23,2,40,54.7925
2249,1,2,1001.5,1006.3,233.0,3.1,31.9,72.0,0.0,0,3,0,49.58
2250,1,2,1001.5,1006.3,233.0,3.1,31.9,72.0,0.0,0,3,20,38.4
2251,1,2,1001.5,1006.3,233.0,3.1,31.9,72.0,0.0,0,3,40,24.4566666667
2252,1,2,1001.5,1006.3,233.0,3.1,31.9,72.0,0.0,1,3,0,196.21
2253,1,2,1001.5,1006.3,233.0,3.1,31.9,72.0,0.0,1,3,20,51.36
2268,1,2,1000.5,1005.3,209.0,2.8,36.6,54.0,0.0,1,3,40,31.5833333333
2269,1,2,1000.5,1005.3,209.0,2.8,36.6,54.0,0.0,2,3,0,58.17
2270,1,2,1000.5,1005.3,209.0,2.8,36.6,54.0,0.0,2,3,40,38.73
2271,1,2,1000.5,1005.3,209.0,2.8,36.6,54.0,0.0,3,3,0,46.97
2272,1,2,1000.5,1005.3,209.0,2.8,36.6,54.0,0.0,3,3,20,65.996
2273,1,2,1000.5,1005.3,209.0,2.8,36.6,54.0,0.0,3,3,40,64.55
2274,1,2,1000.5,1005.3,209.0,2.8,36.6,54.0,0.0,4,3,0,52.3525
2275,1,2,1000.5,1005.3,209.0,2.8,36.6,54.0,0.0,4,3,20,49.3133333333
2282,1,2,998.8,1003.5,189.0,1.7,38.6,42.0,0.0,4,3,40,59.5233333333
2283,1,2,998.8,1003.5,189.0,1.7,38.6,42.0,0.0,5,3,0,46.67
2284,1,2,998.8,1003.5,189.0,1.7,38.6,42.0,0.0,5,3,20,39.8433333333
2285,1,2,998.8,1003.5,189.0,1.7,38.6,42.0,0.0,5,3,40,36.3666666667
2286,1,2,998.8,1003.5,189.0,1.7,38.6,42.0,0.0,6,3,0,23.06
2287,1,2,998.8,1003.5,189.0,1.7,38.6,42.0,0.0,6,3,20,77.396
2288,1,2,998.8,1003.5,189.0,1.7,38.6,42.0,0.0,6,3,40,74.658
2289,1,2,998.8,1003.5,189.0,1.7,38.6,42.0,0.0,7,3,0,91.734
2290,1,2,998.8,1003.5,189.0,1.7,38.6,42.0,0.0,7,3,20,79.5741666667
2314,1,2,998.7,1003.4,240.0,2.8,38.2,42.0,0.0,7,3,40,93.9984615385
2315,1,2,998.7,1003.4,240.0,2.8,38.2,42.0,0.0,8,3,0,82.9183333333
2316,1,2,998.7,1003.4,240.0,2.8,38.2,42.0,0.0,8,3,20,123.381333333
2317,1,2,998.7,1003.4,240.0,2.8,38.2,42.0,0.0,8,3,40,215.358823529
2318,1,2,998.7,1003.4,240.0,2.8,38.2,42.0,0.0,9,3,0,86.8472222222
2319,1,2,998.7,1003.4,240.0,2.8,38.2,42.0,0.0,9,3,20,65.9753333333
2320,1,2,998.7,1003.4,240.0,2.8,38.2,42.0,0.0,9,3,40,52.54625
2321,1,2,998.7,1003.4,240.0,2.8,38.2,42.0,0.0,10,3,0,88.2744444444
2322,1,2,998.7,1003.4,240.0,2.8,38.2,42.0,0.0,10,3,20,74.6236363636
2355,1,2,1001.4,1006.2,135.0,1.6,31.5,55.0,0.0,10,3,40,76.871875
2356,1,2,1001.4,1006.2,135.0,1.6,31.5,55.0,0.0,11,3,0,62.77
2357,1,2,1001.4,1006.2,135.0,1.6,31.5,55.0,0.0,11,3,20,48.1314285714
2358,1,2,1001.4,1006.2,135.0,1.6,31.5,55.0,0.0,11,3,40,76.9485714286
2359,1,2,1001.4,1006.2,135.0,1.6,31.5,55.0,0.0,12,3,0,43.466
2360,1,2,1001.4,1006.2,135.0,1.6,31.5,55.0,0.0,12,3,20,64.368
2361,1,2,1001.4,1006.2,135.0,1.6,31.5,55.0,0.0,12,3,40,107.407777778
2362,1,2,1001.4,1006.2,135.0,1.6,31.5,55.0,0.0,13,3,0,55.035
2363,1,2,1001.4,1006.2,135.0,1.6,31.5,55.0,0.0,13,3,20,97.36125
2398,1,2,1000.7,1005.5,221.0,2.0,30.8,58.0,0.0,13,3,40,62.094
2399,1,2,1000.7,1005.5,221.0,2.0,30.8,58.0,0.0,14,3,0,69.229
2400,1,2,1000.7,1005.5,221.0,2.0,30.8,58.0,0.0,14,3,20,49.91
2401,1,2,1000.7,1005.5,221.0,2.0,30.8,58.0,0.0,14,3,40,68.594
2402,1,2,1000.7,1005.5,221.0,2.0,30.8,58.0,0.0,15,3,0,55.4105882353
2403,1,2,1000.7,1005.5,221.0,2.0,30.8,58.0,0.0,15,3,20,71.556
2404,1,2,1000.7,1005.5,221.0,2.0,30.8,58.0,0.0,15,3,40,90.5625
2405,1,2,1000.7,1005.5,221.0,2.0,30.8,58.0,0.0,16,3,0,51.728
2406,1,2,1000.7,1005.5,221.0,2.0,30.8,58.0,0.0,16,3,20,87.2035294118
2443,1,2,1001.1,1005.8,281.0,0.9,30.1,69.0,0.0,16,3,40,80.8811111111
